Season,TeamName,ConferenceName,ConfAbbrev
2017,Southern Miss,Conference USA,cusa
2017,Southern Univ,Southwest Athletic Conference,swac
2017,Southern Utah,Big Sky Conference,big_sky
2017,St Bonaventure,Atlantic 10 Conference,a_ten
2017,St Francis NY,Northeast Conference,nec
2017,St Francis PA,Northeast Conference,nec
2017,St John's,Big East Conference,big_east
2017,St Joseph's PA,Atlantic 10 Conference,a_ten
2017,St Louis,Atlantic 10 Conference,a_ten
2017,St Mary's CA,West Coast Conference,wcc
2017,St Peter's,Metro Atlantic Athletic Conference,maac
2017,Stanford,Pacific-12 Conference,pac_twelve
2017,Stetson,Atlantic Sun Conference,a_sun
2017,Stony Brook,America East Conference,aec
2017,Syracuse,Atlantic Coast Conference,acc
2017,TAM C. Christi,Southland Conference,southland
2017,TCU,Big 12 Conference,big_twelve
2017,Temple,American Athletic Conference,aac
2017,Tennessee,Southeastern Conference,sec
2017,Tennessee St,Ohio Valley Conference,ovc
2017,Tennessee Tech,Ohio Valley Conference,ovc
2017,Texas,Big 12 Conference,big_twelve
2017,Texas A&M,Southeastern Conference,sec
2017,Texas St,Sun Belt Conference,sun_belt
2017,Texas Tech,Big 12 Conference,big_twelve
2017,TN Martin,Ohio Valley Conference,ovc
2017,Toledo,Mid-American Conference,mac
2017,Towson,Coastal Athletic Association,caa
2017,Troy,Sun Belt Conference,sun_belt
2017,Tulane,American Athletic Conference,aac
2017,Tulsa,American Athletic Conference,aac
2017,UTRGV,Western Athletic Conference,wac
2017,TX Southern,Southwest Athletic Conference,swac
2017,UAB,Conference USA,cusa
2017,UC Davis,Big West Conference,big_west
2017,UC Irvine,Big West Conference,big_west
2017,UC Riverside,Big West Conference,big_west
2017,UCF,American Athletic Conference,aac
2017,UCLA,Pacific-12 Conference,pac_twelve
2017,Louisiana,Sun Belt Conference,sun_belt
2017,ULM,Sun Belt Conference,sun_belt
2017,UMBC,America East Conference,aec
2017,UNC Asheville,Big South Conference,big_south
2017,UNC Greensboro,Southern Conference,southern
2017,UNC Wilmington,Coastal Athletic Association,caa
2017,UNLV,Mountain West Conference,mwc
2017,USC,Pacific-12 Conference,pac_twelve
2017,UT Arlington,Sun Belt Conference,sun_belt
2017,UT San Antonio,Conference USA,cusa
2017,Utah,Pacific-12 Conference,pac_twelve
2017,Utah St,Mountain West Conference,mwc
2017,Utah Valley,Western Athletic Conference,wac
2017,UTEP,Conference USA,cusa
2017,VCU,Atlantic 10 Conference,a_ten
2017,Valparaiso,Horizon League,horizon
2017,Vanderbilt,Southeastern Conference,sec
2017,Vermont,America East Conference,aec
2017,Villanova,Big East Conference,big_east
2017,Virginia,Atlantic Coast Conference,acc
2017,Virginia Tech,Atlantic Coast Conference,acc
2017,VMI,Southern Conference,southern
2017,W Carolina,Southern Conference,southern
2017,W Illinois,Summit League,summit
2017,WKU,Conference USA,cusa
2017,W Michigan,Mid-American Conference,mac
2017,Wagner,Northeast Conference,nec
2017,Wake Forest,Atlantic Coast Conference,acc
2017,Washington,Pacific-12 Conference,pac_twelve
2017,Washington St,Pacific-12 Conference,pac_twelve
2017,Weber St,Big Sky Conference,big_sky
2017,West Virginia,Big 12 Conference,big_twelve
2017,WI Green Bay,Horizon League,horizon
2017,WI Milwaukee,Horizon League,horizon
2017,Wichita St,Missouri Valley Conference,mvc
2017,William & Mary,Coastal Athletic Association,caa
2017,Winthrop,Big South Conference,big_south
2017,Wisconsin,Big Ten Conference,big_ten
2017,Wofford,Southern Conference,southern
2017,Wright St,Horizon League,horizon
2017,Wyoming,Mountain West Conference,mwc
2017,Xavier,Big East Conference,big_east
2017,Yale,Ivy League,ivy
2017,Youngstown St,Horizon League,horizon
2018,Abilene Chr,Southland Conference,southland
2018,Air Force,Mountain West Conference,mwc
2018,Akron,Mid-American Conference,mac
2018,Alabama,Southeastern Conference,sec
2018,Alabama A&M,Southwest Athletic Conference,swac
2018,Alabama St,Southwest Athletic Conference,swac
2018,SUNY Albany,America East Conference,aec
2018,Alcorn St,Southwest Athletic Conference,swac
2018,American Univ,Patriot League,patriot
2018,Appalachian St,Sun Belt Conference,sun_belt
2018,Arizona,Pacific-12 Conference,pac_twelve
2018,Arizona St,Pacific-12 Conference,pac_twelve
2018,Ark Little Rock,Sun Belt Conference,sun_belt
2018,Ark Pine Bluff,Southwest Athletic Conference,swac
2018,Arkansas,Southeastern Conference,sec
2018,Arkansas St,Sun Belt Conference,sun_belt
2018,Army,Patriot League,patriot
2018,Auburn,Southeastern Conference,sec
2018,Austin Peay,Ohio Valley Conference,ovc
2018,Ball St,Mid-American Conference,mac
2018,Baylor,Big 12 Conference,big_twelve
2018,Belmont,Ohio Valley Conference,ovc
2018,Bethune-Cookman,Mid-Eastern Athletic Conference,meac
2018,Binghamton,America East Conference,aec
2018,Boise St,Mountain West Conference,mwc
2018,Boston College,Atlantic Coast Conference,acc
2018,Boston Univ,Patriot League,patriot
2018,Bowling Green,Mid-American Conference,mac
2018,Bradley,Missouri Valley Conference,mvc
2018,Brown,Ivy League,ivy
2018,Bryant,Northeast Conference,nec
2018,Bucknell,Patriot League,patriot
2018,Buffalo,Mid-American Conference,mac
2018,Butler,Big East Conference,big_east
2018,BYU,West Coast Conference,wcc
2018,C Michigan,Mid-American Conference,mac
2018,Cal Poly,Big West Conference,big_west
2018,California,Pacific-12 Conference,pac_twelve
2018,Campbell,Big South Conference,big_south
2018,Canisius,Metro Atlantic Athletic Conference,maac
2018,Cent Arkansas,Southland Conference,southland
2018,Central Conn,Northeast Conference,nec
2018,Charleston So,Big South Conference,big_south
2018,Charlotte,Conference USA,cusa
2018,Chattanooga,Southern Conference,southern
2018,Chicago St,Western Athletic Conference,wac
2018,Cincinnati,American Athletic Conference,aac
2018,Citadel,Southern Conference,southern
2018,Clemson,Atlantic Coast Conference,acc
2018,Cleveland St,Horizon League,horizon
2018,Coastal Car,Sun Belt Conference,sun_belt
2018,Col Charleston,Coastal Athletic Association,caa
2018,Colgate,Patriot League,patriot
2018,Colorado,Pacific-12 Conference,pac_twelve
2018,Colorado St,Mountain West Conference,mwc
2018,Columbia,Ivy League,ivy
2018,Connecticut,American Athletic Conference,aac
2018,Coppin St,Mid-Eastern Athletic Conference,meac
2018,Cornell,Ivy League,ivy
2018,Creighton,Big East Conference,big_east
2018,CS Bakersfield,Western Athletic Conference,wac
2018,CS Fullerton,Big West Conference,big_west
2018,CS Northridge,Big West Conference,big_west
2018,CS Sacramento,Big Sky Conference,big_sky
2018,Dartmouth,Ivy League,ivy
2018,Davidson,Atlantic 10 Conference,a_ten
2018,Dayton,Atlantic 10 Conference,a_ten
2018,Delaware,Coastal Athletic Association,caa
2018,Delaware St,Mid-Eastern Athletic Conference,meac
2018,Denver,Summit League,summit
2018,DePaul,Big East Conference,big_east
2018,Detroit,Horizon League,horizon
2018,Drake,Missouri Valley Conference,mvc
2018,Drexel,Coastal Athletic Association,caa
2018,Duke,Atlantic Coast Conference,acc
2018,Duquesne,Atlantic 10 Conference,a_ten
2018,E Illinois,Ohio Valley Conference,ovc
2018,E Kentucky,Ohio Valley Conference,ovc
2018,E Michigan,Mid-American Conference,mac
2018,E Washington,Big Sky Conference,big_sky
2018,East Carolina,American Athletic Conference,aac
2018,SIUE,Ohio Valley Conference,ovc
2018,Elon,Coastal Athletic Association,caa
2018,ETSU,Southern Conference,southern
2018,Evansville,Missouri Valley Conference,mvc
2018,F Dickinson,Northeast Conference,nec
2018,Fairfield,Metro Atlantic Athletic Conference,maac
2018,FL Atlantic,Conference USA,cusa
2018,FGCU,Atlantic Sun Conference,a_sun
2018,Florida,Southeastern Conference,sec
2018,Florida A&M,Mid-Eastern Athletic Conference,meac
2018,Florida Intl,Conference USA,cusa
2018,Florida St,Atlantic Coast Conference,acc
2018,Fordham,Atlantic 10 Conference,a_ten
2018,Fresno St,Mountain West Conference,mwc
2018,Furman,Southern Conference,southern
2018,G Washington,Atlantic 10 Conference,a_ten
2018,Ga Southern,Sun Belt Conference,sun_belt
2018,Gardner Webb,Big South Conference,big_south
2018,George Mason,Atlantic 10 Conference,a_ten
2018,Georgetown,Big East Conference,big_east
2018,Georgia,Southeastern Conference,sec
2018,Georgia St,Sun Belt Conference,sun_belt
2018,Georgia Tech,Atlantic Coast Conference,acc
2018,Gonzaga,West Coast Conference,wcc
2018,Grambling,Southwest Athletic Conference,swac
2018,Grand Canyon,Western Athletic Conference,wac
2018,Hampton,Mid-Eastern Athletic Conference,meac
2018,Hartford,America East Conference,aec
2018,Harvard,Ivy League,ivy
2018,Hawaii,Big West Conference,big_west
2018,High Point,Big South Conference,big_south
2018,Hofstra,Coastal Athletic Association,caa
2018,Holy Cross,Patriot League,patriot
2018,Houston,American Athletic Conference,aac
2018,Houston Chr,Southland Conference,southland
2018,Howard,Mid-Eastern Athletic Conference,meac
2018,Idaho,Big Sky Conference,big_sky
2018,Idaho St,Big Sky Conference,big_sky
2018,IL Chicago,Horizon League,horizon
2018,Illinois,Big Ten Conference,big_ten
2018,Illinois St,Missouri Valley Conference,mvc
2018,Incarnate Word,Southland Conference,southland
2018,Indiana,Big Ten Conference,big_ten
2018,Indiana St,Missouri Valley Conference,mvc
2018,Iona,Metro Atlantic Athletic Conference,maac
2018,Iowa,Big Ten Conference,big_ten
2018,Iowa St,Big 12 Conference,big_twelve
2018,PFW,Summit League,summit
2018,IUPUI,Horizon League,horizon
2018,Jackson St,Southwest Athletic Conference,swac
2018,Jacksonville,Atlantic Sun Conference,a_sun
2018,Jacksonville St,Ohio Valley Conference,ovc
2018,James Madison,Coastal Athletic Association,caa
2018,Kansas,Big 12 Conference,big_twelve
2018,Kansas St,Big 12 Conference,big_twelve
2018,Kennesaw,Atlantic Sun Conference,a_sun
2018,Kent,Mid-American Conference,mac
2018,Kentucky,Southeastern Conference,sec
2018,La Salle,Atlantic 10 Conference,a_ten
2018,Lafayette,Patriot League,patriot
2018,Lamar,Southland Conference,southland
2018,Lehigh,Patriot League,patriot
2018,Liberty,Big South Conference,big_south
2018,Lipscomb,Atlantic Sun Conference,a_sun
2018,Long Beach St,Big West Conference,big_west
2018,LIU Brooklyn,Northeast Conference,nec
2018,Longwood,Big South Conference,big_south
2018,Louisiana Tech,Conference USA,cusa
2018,Louisville,Atlantic Coast Conference,acc
2018,Loy Marymount,West Coast Conference,wcc
2018,Loyola MD,Patriot League,patriot
2018,Loyola-Chicago,Missouri Valley Conference,mvc
2018,LSU,Southeastern Conference,sec
2018,MA Lowell,America East Conference,aec
2018,Maine,America East Conference,aec
2018,Manhattan,Metro Atlantic Athletic Conference,maac
2018,Marist,Metro Atlantic Athletic Conference,maac
2018,Marquette,Big East Conference,big_east
2018,Marshall,Conference USA,cusa
2018,Maryland,Big Ten Conference,big_ten
2018,Massachusetts,Atlantic 10 Conference,a_ten
2018,McNeese St,Southland Conference,southland
2018,MD E Shore,Mid-Eastern Athletic Conference,meac
2018,Memphis,American Athletic Conference,aac
2018,Mercer,Southern Conference,southern
2018,Miami FL,Atlantic Coast Conference,acc
2018,Miami OH,Mid-American Conference,mac
2018,Michigan,Big Ten Conference,big_ten
2018,Michigan St,Big Ten Conference,big_ten
2018,Minnesota,Big Ten Conference,big_ten
2018,Mississippi,Southeastern Conference,sec
2018,Mississippi St,Southeastern Conference,sec
2018,Missouri,Southeastern Conference,sec
2018,Missouri KC,Western Athletic Conference,wac
2018,Missouri St,Missouri Valley Conference,mvc
2018,Monmouth NJ,Metro Atlantic Athletic Conference,maac
2018,Montana,Big Sky Conference,big_sky
2018,Montana St,Big Sky Conference,big_sky
2018,Morehead St,Ohio Valley Conference,ovc
2018,Morgan St,Mid-Eastern Athletic Conference,meac
2018,MS Valley St,Southwest Athletic Conference,swac
2018,Mt St Mary's,Northeast Conference,nec
2018,MTSU,Conference USA,cusa
2018,Murray St,Ohio Valley Conference,ovc
2018,N Colorado,Big Sky Conference,big_sky
2018,N Dakota St,Summit League,summit
2018,N Illinois,Mid-American Conference,mac
2018,N Kentucky,Horizon League,horizon
2018,Navy,Patriot League,patriot
2018,NC A&T,Mid-Eastern Athletic Conference,meac
2018,NC Central,Mid-Eastern Athletic Conference,meac
2018,NC State,Atlantic Coast Conference,acc
2018,NE Omaha,Summit League,summit
2018,Nebraska,Big Ten Conference,big_ten
2018,Nevada,Mountain West Conference,mwc
2018,New Hampshire,America East Conference,aec
2018,New Mexico,Mountain West Conference,mwc
2018,New Mexico St,Western Athletic Conference,wac
2018,New Orleans,Southland Conference,southland
2018,Niagara,Metro Atlantic Athletic Conference,maac
2018,Nicholls St,Southland Conference,southland
2018,NJIT,Atlantic Sun Conference,a_sun
2018,Norfolk St,Mid-Eastern Athletic Conference,meac
2018,North Carolina,Atlantic Coast Conference,acc
2018,North Dakota,Big Sky Conference,big_sky
2018,North Florida,Atlantic Sun Conference,a_sun
2018,North Texas,Conference USA,cusa
2018,Northeastern,Coastal Athletic Association,caa
2018,Northern Arizona,Big Sky Conference,big_sky
2018,Northern Iowa,Missouri Valley Conference,mvc
2018,Northwestern,Big Ten Conference,big_ten
2018,Northwestern LA,Southland Conference,southland
2018,Notre Dame,Atlantic Coast Conference,acc
2018,Oakland,Horizon League,horizon
2018,Ohio,Mid-American Conference,mac
2018,Ohio St,Big Ten Conference,big_ten
2018,Oklahoma,Big 12 Conference,big_twelve
2018,Oklahoma St,Big 12 Conference,big_twelve
2018,Old Dominion,Conference USA,cusa
2018,Oral Roberts,Summit League,summit
2018,Oregon,Pacific-12 Conference,pac_twelve
2018,Oregon St,Pacific-12 Conference,pac_twelve
2018,Pacific,West Coast Conference,wcc
2018,Penn,Ivy League,ivy
2018,Penn St,Big Ten Conference,big_ten
2018,Pepperdine,West Coast Conference,wcc
2018,Pittsburgh,Atlantic Coast Conference,acc
2018,Portland,West Coast Conference,wcc
2018,Portland St,Big Sky Conference,big_sky
2018,Prairie View,Southwest Athletic Conference,swac
2018,Presbyterian,Big South Conference,big_south
2018,Princeton,Ivy League,ivy
2018,Providence,Big East Conference,big_east
2018,Purdue,Big Ten Conference,big_ten
2018,Quinnipiac,Metro Atlantic Athletic Conference,maac
2018,Radford,Big South Conference,big_south
2018,Rhode Island,Atlantic 10 Conference,a_ten
2018,Rice,Conference USA,cusa
2018,Richmond,Atlantic 10 Conference,a_ten
2018,Rider,Metro Atlantic Athletic Conference,maac
2018,Robert Morris,Northeast Conference,nec
2018,Rutgers,Big Ten Conference,big_ten
2018,S Carolina St,Mid-Eastern Athletic Conference,meac
2018,S Dakota St,Summit League,summit
2018,S Illinois,Missouri Valley Conference,mvc
2018,Sacred Heart,Northeast Conference,nec
2018,Sam Houston St,Southland Conference,southland
2018,Samford,Southern Conference,southern
2018,San Diego,West Coast Conference,wcc
2018,San Diego St,Mountain West Conference,mwc
2018,San Francisco,West Coast Conference,wcc
2018,San Jose St,Mountain West Conference,mwc
2018,UC Santa Barbara,Big West Conference,big_west
2018,Santa Clara,West Coast Conference,wcc
2018,Savannah St,Mid-Eastern Athletic Conference,meac
2018,SC Upstate,Atlantic Sun Conference,a_sun
2018,SE Louisiana,Southland Conference,southland
2018,SE Missouri St,Ohio Valley Conference,ovc
2018,Seattle,Western Athletic Conference,wac
2018,Seton Hall,Big East Conference,big_east
2018,SF Austin,Southland Conference,southland
2018,Siena,Metro Atlantic Athletic Conference,maac
2018,SMU,American Athletic Conference,aac
2018,South Alabama,Sun Belt Conference,sun_belt
2018,South Carolina,Southeastern Conference,sec
2018,South Dakota,Summit League,summit
2018,South Florida,American Athletic Conference,aac
2018,Southern Miss,Conference USA,cusa
2018,Southern Univ,Southwest Athletic Conference,swac
2018,Southern Utah,Big Sky Conference,big_sky
2018,St Bonaventure,Atlantic 10 Conference,a_ten
2018,St Francis NY,Northeast Conference,nec
2018,St Francis PA,Northeast Conference,nec
2018,St John's,Big East Conference,big_east
2018,St Joseph's PA,Atlantic 10 Conference,a_ten
2018,St Louis,Atlantic 10 Conference,a_ten
2018,St Mary's CA,West Coast Conference,wcc
2018,St Peter's,Metro Atlantic Athletic Conference,maac
2018,Stanford,Pacific-12 Conference,pac_twelve
2018,Stetson,Atlantic Sun Conference,a_sun
2018,Stony Brook,America East Conference,aec
2018,Syracuse,Atlantic Coast Conference,acc
2018,TAM C. Christi,Southland Conference,southland
2018,TCU,Big 12 Conference,big_twelve
2018,Temple,American Athletic Conference,aac
2018,Tennessee,Southeastern Conference,sec
2018,Tennessee St,Ohio Valley Conference,ovc
2018,Tennessee Tech,Ohio Valley Conference,ovc
2018,Texas,Big 12 Conference,big_twelve
2018,Texas A&M,Southeastern Conference,sec
2018,Texas St,Sun Belt Conference,sun_belt
2018,Texas Tech,Big 12 Conference,big_twelve
2018,TN Martin,Ohio Valley Conference,ovc
2018,Toledo,Mid-American Conference,mac
2018,Towson,Coastal Athletic Association,caa
2018,Troy,Sun Belt Conference,sun_belt
2018,Tulane,American Athletic Conference,aac
2018,Tulsa,American Athletic Conference,aac
2018,UTRGV,Western Athletic Conference,wac
2018,TX Southern,Southwest Athletic Conference,swac
2018,UAB,Conference USA,cusa
2018,UC Davis,Big West Conference,big_west
2018,UC Irvine,Big West Conference,big_west
2018,UC Riverside,Big West Conference,big_west
2018,UCF,American Athletic Conference,aac
2018,UCLA,Pacific-12 Conference,pac_twelve
2018,Louisiana,Sun Belt Conference,sun_belt
2018,ULM,Sun Belt Conference,sun_belt
2018,UMBC,America East Conference,aec
2018,UNC Asheville,Big South Conference,big_south
2018,UNC Greensboro,Southern Conference,southern
2018,UNC Wilmington,Coastal Athletic Association,caa
2018,UNLV,Mountain West Conference,mwc
2018,USC,Pacific-12 Conference,pac_twelve
2018,UT Arlington,Sun Belt Conference,sun_belt
2018,UT San Antonio,Conference USA,cusa
2018,Utah,Pacific-12 Conference,pac_twelve
2018,Utah St,Mountain West Conference,mwc
2018,Utah Valley,Western Athletic Conference,wac
2018,UTEP,Conference USA,cusa
2018,VCU,Atlantic 10 Conference,a_ten
2018,Valparaiso,Missouri Valley Conference,mvc
2018,Vanderbilt,Southeastern Conference,sec
2018,Vermont,America East Conference,aec
2018,Villanova,Big East Conference,big_east
2018,Virginia,Atlantic Coast Conference,acc
2018,Virginia Tech,Atlantic Coast Conference,acc
2018,VMI,Southern Conference,southern
2018,W Carolina,Southern Conference,southern
2018,W Illinois,Summit League,summit
2018,WKU,Conference USA,cusa
2018,W Michigan,Mid-American Conference,mac
2018,Wagner,Northeast Conference,nec
2018,Wake Forest,Atlantic Coast Conference,acc
2018,Washington,Pacific-12 Conference,pac_twelve
2018,Washington St,Pacific-12 Conference,pac_twelve
2018,Weber St,Big Sky Conference,big_sky
2018,West Virginia,Big 12 Conference,big_twelve
2018,WI Green Bay,Horizon League,horizon
2018,WI Milwaukee,Horizon League,horizon
2018,Wichita St,American Athletic Conference,aac
2018,William & Mary,Coastal Athletic Association,caa
2018,Winthrop,Big South Conference,big_south
2018,Wisconsin,Big Ten Conference,big_ten
2018,Wofford,Southern Conference,southern
2018,Wright St,Horizon League,horizon
2018,Wyoming,Mountain West Conference,mwc
2018,Xavier,Big East Conference,big_east
2018,Yale,Ivy League,ivy
2018,Youngstown St,Horizon League,horizon
2019,Abilene Chr,Southland Conference,southland
2019,Air Force,Mountain West Conference,mwc
2019,Akron,Mid-American Conference,mac
2019,Alabama,Southeastern Conference,sec
2019,Alabama A&M,Southwest Athletic Conference,swac
2019,Alabama St,Southwest Athletic Conference,swac
2019,SUNY Albany,America East Conference,aec
2019,Alcorn St,Southwest Athletic Conference,swac
2019,American Univ,Patriot League,patriot
2019,Appalachian St,Sun Belt Conference,sun_belt
2019,Arizona,Pacific-12 Conference,pac_twelve
2019,Arizona St,Pacific-12 Conference,pac_twelve
2019,Ark Little Rock,Sun Belt Conference,sun_belt
2019,Ark Pine Bluff,Southwest Athletic Conference,swac
2019,Arkansas,Southeastern Conference,sec
2019,Arkansas St,Sun Belt Conference,sun_belt
2019,Army,Patriot League,patriot
2019,Auburn,Southeastern Conference,sec
2019,Austin Peay,Ohio Valley Conference,ovc
2019,Ball St,Mid-American Conference,mac
2019,Baylor,Big 12 Conference,big_twelve
2019,Belmont,Ohio Valley Conference,ovc
2019,Bethune-Cookman,Mid-Eastern Athletic Conference,meac
2019,Binghamton,America East Conference,aec
2019,Boise St,Mountain West Conference,mwc
2019,Boston College,Atlantic Coast Conference,acc
2019,Boston Univ,Patriot League,patriot
2019,Bowling Green,Mid-American Conference,mac
2019,Bradley,Missouri Valley Conference,mvc
2019,Brown,Ivy League,ivy
2019,Bryant,Northeast Conference,nec
2019,Bucknell,Patriot League,patriot
2019,Buffalo,Mid-American Conference,mac
2019,Butler,Big East Conference,big_east
2019,BYU,West Coast Conference,wcc
2019,C Michigan,Mid-American Conference,mac
2019,Cal Poly,Big West Conference,big_west
2019,California,Pacific-12 Conference,pac_twelve
2019,Campbell,Big South Conference,big_south
2019,Canisius,Metro Atlantic Athletic Conference,maac
2019,Cent Arkansas,Southland Conference,southland
2019,Central Conn,Northeast Conference,nec
2019,Charleston So,Big South Conference,big_south
2019,Charlotte,Conference USA,cusa
2019,Chattanooga,Southern Conference,southern
2019,Chicago St,Western Athletic Conference,wac
2019,Cincinnati,American Athletic Conference,aac
2019,Citadel,Southern Conference,southern
2019,Clemson,Atlantic Coast Conference,acc
2019,Cleveland St,Horizon League,horizon
2019,Coastal Car,Sun Belt Conference,sun_belt
2019,Col Charleston,Coastal Athletic Association,caa
2019,Colgate,Patriot League,patriot
2019,Colorado,Pacific-12 Conference,pac_twelve
2019,Colorado St,Mountain West Conference,mwc
2019,Columbia,Ivy League,ivy
2019,Connecticut,American Athletic Conference,aac
2019,Coppin St,Mid-Eastern Athletic Conference,meac
2019,Cornell,Ivy League,ivy
2019,Creighton,Big East Conference,big_east
2019,CS Bakersfield,Western Athletic Conference,wac
2019,CS Fullerton,Big West Conference,big_west
2019,CS Northridge,Big West Conference,big_west
2019,CS Sacramento,Big Sky Conference,big_sky
2019,Dartmouth,Ivy League,ivy
2019,Davidson,Atlantic 10 Conference,a_ten
2019,Dayton,Atlantic 10 Conference,a_ten
2019,Delaware,Coastal Athletic Association,caa
2019,Delaware St,Mid-Eastern Athletic Conference,meac
2019,Denver,Summit League,summit
2019,DePaul,Big East Conference,big_east
2019,Detroit,Horizon League,horizon
2019,Drake,Missouri Valley Conference,mvc
2019,Drexel,Coastal Athletic Association,caa
2019,Duke,Atlantic Coast Conference,acc
2019,Duquesne,Atlantic 10 Conference,a_ten
2019,E Illinois,Ohio Valley Conference,ovc
2019,E Kentucky,Ohio Valley Conference,ovc
2019,E Michigan,Mid-American Conference,mac
2019,E Washington,Big Sky Conference,big_sky
2019,East Carolina,American Athletic Conference,aac
2019,SIUE,Ohio Valley Conference,ovc
2019,Elon,Coastal Athletic Association,caa
2019,ETSU,Southern Conference,southern
2019,Evansville,Missouri Valley Conference,mvc
2019,F Dickinson,Northeast Conference,nec
2019,Fairfield,Metro Atlantic Athletic Conference,maac
2019,FL Atlantic,Conference USA,cusa
2019,FGCU,Atlantic Sun Conference,a_sun
2019,Florida,Southeastern Conference,sec
2019,Florida A&M,Mid-Eastern Athletic Conference,meac
2019,Florida Intl,Conference USA,cusa
2019,Florida St,Atlantic Coast Conference,acc
2019,Fordham,Atlantic 10 Conference,a_ten
2019,Fresno St,Mountain West Conference,mwc
2019,Furman,Southern Conference,southern
2019,G Washington,Atlantic 10 Conference,a_ten
2019,Ga Southern,Sun Belt Conference,sun_belt
2019,Gardner Webb,Big South Conference,big_south
2019,George Mason,Atlantic 10 Conference,a_ten
2019,Georgetown,Big East Conference,big_east
2019,Georgia,Southeastern Conference,sec
2019,Georgia St,Sun Belt Conference,sun_belt
2019,Georgia Tech,Atlantic Coast Conference,acc
2019,Gonzaga,West Coast Conference,wcc
2019,Grambling,Southwest Athletic Conference,swac
2019,Grand Canyon,Western Athletic Conference,wac
2019,Hampton,Big South Conference,big_south
2019,Hartford,America East Conference,aec
2019,Harvard,Ivy League,ivy
2019,Hawaii,Big West Conference,big_west
2019,High Point,Big South Conference,big_south
2019,Hofstra,Coastal Athletic Association,caa
2019,Holy Cross,Patriot League,patriot
2019,Houston,American Athletic Conference,aac
2019,Houston Chr,Southland Conference,southland
2019,Howard,Mid-Eastern Athletic Conference,meac
2019,Idaho,Big Sky Conference,big_sky
2019,Idaho St,Big Sky Conference,big_sky
2019,IL Chicago,Horizon League,horizon
2019,Illinois,Big Ten Conference,big_ten
2019,Illinois St,Missouri Valley Conference,mvc
2019,Incarnate Word,Southland Conference,southland
2019,Indiana,Big Ten Conference,big_ten
2019,Indiana St,Missouri Valley Conference,mvc
2019,Iona,Metro Atlantic Athletic Conference,maac
2019,Iowa,Big Ten Conference,big_ten
2019,Iowa St,Big 12 Conference,big_twelve
2019,PFW,Summit League,summit
2019,IUPUI,Horizon League,horizon
2019,Jackson St,Southwest Athletic Conference,swac
2019,Jacksonville,Atlantic Sun Conference,a_sun
2019,Jacksonville St,Ohio Valley Conference,ovc
2019,James Madison,Coastal Athletic Association,caa
2019,Kansas,Big 12 Conference,big_twelve
2019,Kansas St,Big 12 Conference,big_twelve
2019,Kennesaw,Atlantic Sun Conference,a_sun
2019,Kent,Mid-American Conference,mac
2019,Kentucky,Southeastern Conference,sec
2019,La Salle,Atlantic 10 Conference,a_ten
2019,Lafayette,Patriot League,patriot
2019,Lamar,Southland Conference,southland
2019,Lehigh,Patriot League,patriot
2019,Liberty,Atlantic Sun Conference,a_sun
2019,Lipscomb,Atlantic Sun Conference,a_sun
2019,Long Beach St,Big West Conference,big_west
2019,LIU Brooklyn,Northeast Conference,nec
2019,Longwood,Big South Conference,big_south
2019,Louisiana Tech,Conference USA,cusa
2019,Louisville,Atlantic Coast Conference,acc
2019,Loy Marymount,West Coast Conference,wcc
2019,Loyola MD,Patriot League,patriot
2019,Loyola-Chicago,Missouri Valley Conference,mvc
2019,LSU,Southeastern Conference,sec
2019,MA Lowell,America East Conference,aec
2019,Maine,America East Conference,aec
2019,Manhattan,Metro Atlantic Athletic Conference,maac
2019,Marist,Metro Atlantic Athletic Conference,maac
2019,Marquette,Big East Conference,big_east
2019,Marshall,Conference USA,cusa
2019,Maryland,Big Ten Conference,big_ten
2019,Massachusetts,Atlantic 10 Conference,a_ten
2019,McNeese St,Southland Conference,southland
2019,MD E Shore,Mid-Eastern Athletic Conference,meac
2019,Memphis,American Athletic Conference,aac
2019,Mercer,Southern Conference,southern
2019,Miami FL,Atlantic Coast Conference,acc
2019,Miami OH,Mid-American Conference,mac
2019,Michigan,Big Ten Conference,big_ten
2019,Michigan St,Big Ten Conference,big_ten
2019,Minnesota,Big Ten Conference,big_ten
2019,Mississippi,Southeastern Conference,sec
2019,Mississippi St,Southeastern Conference,sec
2019,Missouri,Southeastern Conference,sec
2019,Missouri KC,Western Athletic Conference,wac
2019,Missouri St,Missouri Valley Conference,mvc
2019,Monmouth NJ,Metro Atlantic Athletic Conference,maac
2019,Montana,Big Sky Conference,big_sky
2019,Montana St,Big Sky Conference,big_sky
2019,Morehead St,Ohio Valley Conference,ovc
2019,Morgan St,Mid-Eastern Athletic Conference,meac
2019,MS Valley St,Southwest Athletic Conference,swac
2019,Mt St Mary's,Northeast Conference,nec
2019,MTSU,Conference USA,cusa
2019,Murray St,Ohio Valley Conference,ovc
2019,N Colorado,Big Sky Conference,big_sky
2019,N Dakota St,Summit League,summit
2019,N Illinois,Mid-American Conference,mac
2019,N Kentucky,Horizon League,horizon
2019,Navy,Patriot League,patriot
2019,NC A&T,Mid-Eastern Athletic Conference,meac
2019,NC Central,Mid-Eastern Athletic Conference,meac
2019,NC State,Atlantic Coast Conference,acc
2019,NE Omaha,Summit League,summit
2019,Nebraska,Big Ten Conference,big_ten
2019,Nevada,Mountain West Conference,mwc
